Course Code,Course Title,Meeting Info,Instructor,Seats Available,Max Enrollment,Additional Details
"d


WGSS 248-01 (30915)Struggles for Reproductive Justice: A Global PerspectiveMeeting: M W F  10:50 - 11:50 amLIBR 250Instructor: Erika Busse-Cardenas2020Cross-listed with LATI 248-01 and SOCI 248-01< Details for WGSS 248-01


Prerequisite(s): This course focuses on reproductive health as a human right following the reproductive justice framework. It will focus on women and how they navigate the system to expand their rights. The course will pay particular attention to women who are marginalized due to their race, class, gender identity, indigeneity, and religion. In doing so, this course studies reproductive health and human rights in relation to the broader structural context in the Americas (e.g. national laws and international conventions). As the topic of women’s reproductive rights is vast, we will be focusing on abortion, domestic violence, and motherhood. Students in the class will study these issues from the perspective of women’s organizations that have mobilized to expand reproductive rights. This course will be comparative in nature as it will focus on reproductive rights in the U.S. and Latin America from the 1980s onwards. These two regions are intimately connected politically and economically, and in regards to reproductive rights. For example, the gag rule introduced by the Reagan administration in 1984 jeopardized the reproductive health services provided in Latin American countries that received funding from the U.S. government. Yet another way that these two regions have been coupled is through feminist networks that have been working to expand reproductive rights in the Americas.Distribution Requirements:Social scienceCourse Materials:WGSS 248-01 



WGSS 250-01 (30435)Race, Gender, and MedicineMeeting: M      7:00 - 10:00 pmMAIN 003Instructor: Amy Sullivan2020Cross-listed with HIST 350-01< Details for WGSS 250-01


This seminar-style class examines the intersection of race, gender, and sexuality in the history of medicine and health in the U.S. Our diverse topics for study include eugenics, sexuality, midwifery, cultural/spiritual healing methods, pandemics, race- and gender-based ailments and medical experiments (such as the science and politics of the birth control pill and the infamous Tuskegee syphilis experiment), gender reassignment surgery, and sex-testing in the Olympics. This wide range of topics will prepare students to explore a research topic of their own choosing for a final paper.Distribution Requirements:HumanitiesGeneral Education Requirements:U.S Identities and DifferencesCourse Materials:WGSS 250-01 



WGSS 263-01 (30449)Muslim Women WritersMeeting:  T R   1:20 - 2:50 pmCARN 404Instructor: Jenna Rice Rahaim2020Cross-listed with ENGL 263-01 and INTL 263-01< Details for WGSS 263-01


Against the swirling backdrop of political discourses about women in the Islamic world, this course will engage with feminist and postcolonial debates through literary works by Muslim women writers. The course will begin with an exploration of key debates about women’s agency and freedom, the Islamic headscarf, and Qur’anic hermeneutics. With this in mind, we will turn to the fine details of literature and poetry by Muslim women. How do these authors constitute their worlds? How are gendered subjectivities constructed? And how do the gender politics of literary texts relate to the broader political and historical contexts from which they emerge? Themes will include an introduction to Muslim poetesses and Arabic poetic genres, the rise of the novel in the Arabic speaking world, and Muslim women’s literary production outside of the Middle East: from Senegal to South Asia, and beyond.Distribution Requirements:HumanitiesGeneral Education Requirements:Internationalism, Writing WPCourse Materials:WGSS 263-01 



WGSS 294-01 (30276)DickinsonMeeting: M W F  12:00 - 1:00 pmMAIN 010Instructor: James Dawes2020Cross-listed with ENGL 294-01< Details for WGSS 294-01


Word for word, Emily Dickinson is the most powerful writer in the history of the English language. She is the King of All Media, the feature star in movies, television, radio, lawsuits and criminal investigations, novels, AI language models, cookbooks, museums, a video game, and just about every other possible platform of public fascination. Barring Shakespeare, no other English or American poet has been the focus of such fervid public devotion. What’s behind this cult of Dickinson? In our class you will find out. You will study Dickinson’s poems, which are teasingly fun, hair-raisingly creepy, romantically uplifting, existentially wrenching, philosophically staggering, and aesthetically gorgeous. You will also study Dickinson herself. Transformed into a mythical figure since her death in 1886, she has been used as a symbol to embody a range of bitterly conflicting cultural fantasies. To understand the history of Emily Dickinson is to understand some of the most painful—and liberating—ideological revolutions in modern US history. This course fulfills the19th-c. American literature requirement for the English major.Distribution Requirements:HumanitiesCourse Materials:WGSS 294-01 



WGSS 294-03 (30788)Women in African HistoryMeeting: M W F  9:40 - 10:40 amOLRI 300Instructor: Tara Hollies2020Cross-listed with HIST 213-01< Details for WGSS 294-03


This course is designed to teach students how to think like Africanist historians to interpret the stories of the past in meaningful and accurate ways. Since interpretation is central to creating or narrating history, students will learn how the degree of accuracy can be skewed in the construction and reconstruction of narrations of the past. Students will learn about and use ideas and methods that inform both feminist theories and historical thinking. The aim of Women in African History is to use case studies to examine the lived experiences of various women from different parts of Africa who lived from the sixteenth to the twenty-first century. This can count towards ""Gender,"" ""Colonization and Empire,"" ""Race and Indigeneity,"" or ""Africa & Atlantic World"" fields.Distribution Requirements:HumanitiesGeneral Education Requirements:Internationalism, Writing WPCourse Materials:WGSS 294-03 



WGSS 294-04 (30936)Feminism and ChangeMeeting: M W F  1:10 - 2:10 pmOLRI 370Instructor: Amy Sullivan1515Cross-listed with HIST 294-01< Details for WGSS 294-04


A history of feminism and feminist thought in the United States between 1848-2022, this course focuses on women’s rights: the ideologies, leaders, and actions that forced change in long-held gender roles and patriarchal governing norms. We will also interrogate the myths, hypocrisies, and the backlash moments that are central to United States history, culture, and politics in the context of women’s rights. Critical to our course is learning about the many divergent ways that ethnicity, race, sexuality, and class came to inform how we understand feminism and its history to the present day. SPECIAL PROJECT SPRING 2024: This class will be working to write biographies of feminists from Minnesota for an exciting digital humanities project, Sharing Stories, centered on the historic 1977 National Women’s Conference.Distribution Requirements:HumanitiesGeneral Education Requirements:U.S Identities and DifferencesCourse Materials:WGSS 294-04 



WGSS 305-01 (30778)Telling Queer and Trans Stories: Oral History as Method and PracticeMeeting:  T R   3:00 - 4:30 pmMAIN 009Instructor: Myrl Beam1313Cross-listed with HIST 305-01; registration limit has been adjusted to save 2 seats for FYs< Details for WGSS 305-01


Much about mainstream narratives of gender transgression are determined by powerful, cis-dominated institutions, still even to this day: the media, schools, police, the law, doctors and psychiatrists. These are institutions structured by a racialized, heteronormative gender binary, and for whom trans people pose a problem to be managed. Oral history offers the possibility for trans people to tell their own stories, and, in doing so, give more nuanced, complex analysis of identity, activism, and of the intersectional operations of systems of power. Oral history also makes room for the complex interplay of joy, playfulness, grief, anxiety, and connection that makes queer and trans life so valuable. In this project-based and community engaged course, students will have hands on experience working with an archive of queer and trans oral histories in the context of the pandemic and uprisings for racial justice. Working closely with our community partner, the Tretter Transgender Oral History Project, we will learn about oral history methodology and interview techniques, and then have the opportunity to conduct oral history interviews, develop audio or video projects using extant oral histories, and contribute to an online archive of queer and trans oral history.Distribution Requirements:Social scienceGeneral Education Requirements:U.S Identities and DifferencesCourse Materials:WGSS 305-01 



WGSS 325-01 (30659)Conquering the Flesh: Renunciation of Food/Sex in the Christian TraditionMeeting:  T R   1:20 - 2:50 pmTHEATR 206Instructor: Susanna Drake1010Cross-listed with RELI 325-01< Details for WGSS 325-01


This course explores how bodily practices of fasting and sexual abstinence have shaped Christian identities from the first century, C.E. to today. From Paul of Tarsus’ instructions about sexual discipline to the True Love Waits® campaign, from the desert fathers’ rigorous bodily regimens to the contemporary Christian diet movement, Christians have often understood the practice of renunciation as a necessary feature of spiritual perfection. In this course we will consider several ascetic movements in Christian history, including the development of ascetic practice in late antiquity, the rise of fasting practices among women in medieval Europe, and the culture of Christian dieting and chastity in the U.S. We will pay special attention to how Christian practices of piety both draw upon and contribute to cultural understandings of gender and the body.Distribution Requirements:HumanitiesCourse Materials:WGSS 325-01 



WGSS 355-01 (30780)Abolition Feminism: Race, Gender, Sexuality and Critical Prison StudiesMeeting:   W    7:00 - 10:00 pmMAIN 009Instructor: Myrl Beam1515Cross-listed with AMST 355-01< Details for WGSS 355-01


This course explores the history and politics of, and theoretical approaches to, gender and sexuality in relation to the racial politics of mass incarceration, or what Ruth Wilson Gilmore calls the ""carceral geography"" of the United States. By engaging recent work in queer and trans studies, feminist studies, and critical prison studies, we will consider how prisons and policing have shaped the making and remaking of race, gender, and sexuality from slavery and conquest to the contemporary period. We will examine how police and prisons have regulated the body, identity, and populations, and the larger social, political, and cultural changes connected to these processes. While we will focus on the carceral system itself, we will also think of policing in a more expansive way by analyzing the racialized regulation of gender and sexuality on the plantation, in the colony, at the border, in the welfare office, and in the hospital, among other spaces, historical periods, and places.Distribution Requirements:Social scienceGeneral Education Requirements:U.S Identities and DifferencesCourse Materials:WGSS 355-01 



WGSS 368-01 (30638)Psychology of/and DisabilityMeeting:  T R   3:00 - 4:30 pmTHEATR 201Instructor: Joan Ostrove1616Cross-listed with PSYC 368-01< Details for WGSS 368-01


What is ""disability"" and what does an understanding of disability tell us about human experience more generally? What is a ""disability identity"" and what implications might claiming that identity have for psychological well-being and social change? How do stereotypes of disabled people and expectations of ""normality"" affect everyone’s lives (not just those with disabilities)? Why don’t many Deaf people consider themselves ""disabled?"" What might we learn from shifting the ""problem"" of disability from the individual person to the social environment? How do sexism, racism, classism, homophobia, transphobia, and other forms of oppression influence how different bodies are viewed, treated, educated, and experienced? This course will explore questions that emerge from thinking about the experience of disability (and its intersection with identities based on gender, race, class, and sexuality). Our work together will be grounded in critical disability and Deaf studies frameworks that are themselves informed by and in conversation with feminist, queer, and critical race theories and perspectives. Through a consideration of the socially, culturally, linguistically, and historically constructed meanings of physical, sensory, and cognitive ""impairments,"" the course will rely on theoretical and empirical readings from psychology and related disciplines, personal essays, film/video, and guest visitors as we explore the social and psychological meanings of disability. Prerequisite(s): PSYC 100; and PSYC 201 or STAT 155Distribution Requirements:Social scienceGeneral Education Requirements:U.S Identities and DifferencesCourse Materials:WGSS 368-01 



WGSS 394-01 (30934)Bodies in Stone: Gender, Sexuality and Empire in Roman SculptureMeeting:    R   1:20 - 4:20 pmLIBR 250Instructor: Beth Severy-Hoven2020Cross-listed with CLAS 394-01< Details for WGSS 394-01


Art reflects, refracts and helps construct a society’s culture. Thousands of pieces of sculpture survive from the ancient Roman period and can provide valuable information to the historian. Material from Rome includes looted Greek, Etruscan and Egyptian sculpture, copies of antique masterpieces, and new creations combining different styles for varied purposes. After we develop a basic history and understanding of Roman sculpture, this course will examine select pieces each week to explore questions that may be productively brought to bear on this unusual historical source. For example, the popularity and adaptations of masterpieces of Venus, Dionysus and Apollo will be used to explore the way artists shaped differences between male and female and the cultural assumptions about sexuality and the body these works communicate (Knidian Aphrodite, Praxitelean youths, Sleeping Hermaphrodite). In turn, we will investigate how these artistic conventions for gender could be employed to communicate the subjugation of enslaved or conquered people and the authority of the emperor (Antinoos Sculptures, Suicide Gauls, Dying Gaul, Marcus Aurelius reliefs, Portonaccio Sarcophagus). We will also look at self-representation, including how former slaves chose to present themselves in hyper-realistic portraits on their tombs; how this may have impacted Roman portraiture as a whole; and what it meant for some members of the elite to put such hyper-realistic portrait heads onto the bodies of gods and goddesses (Tomb of the Haterii, Tomb of Rabiria, Tivoli General, Flavian Matron as Venus). What can these varied representations of the human form tell us about the complex interplay of legal status, citizenship, gender, nudity, ethnicity, power, vulnerability and identity in the Roman Empire? The course will meet once a week during the day to allow for two field trips to see sculpture in the round. Responses to the weekly readings will be due every week. During the last third of the course, students will direct our classwork as they build toward a final project. No formal prerequisites, but some prior experience with ancient art, art history or Roman history is recommended.Course Materials:WGSS 394-01 



WGSS 400-01 (30782)Senior Seminar: Linking Theory and PracticeMeeting:  T R   1:20 - 2:50 pmMAIN 009Instructor: Sonita Sarker88< Details for WGSS 400-01


This experience brings you to the intersection of some paths you have taken in WGSS!  The goals of the course are to work collectively in reviewing feminist, queer, and trans genealogies that you have been learning about in your WGSS career, to contextualize our places in relation to them, and to test past and present frameworks so we can imagine together how they may be part of our future experiences.  Most importantly, this course will be an opportunity to connect theories to your own feminist/queer/trans practices towards positive social change, and look at ways to craft your post-graduation careers and professions.Course Materials:WGSS 400-01 









        1/1",WGSS 248-01 (30915),Struggles for Reproductive Justice: A Global Perspective,Meeting: M W F  10:50 - 11:50 amLIBR 250,Instructor: Erika Busse-Cardenas,20,"Cross-listed with LATI 248-01 and SOCI 248-01
Prerequisite(s): This course focuses on reproductive health as a human right following the reproductive justice framework. It will focus on women and how they navigate the system to expand their rights. The course will pay particular attention to women who are marginalized due to their race, class, gender identity, indigeneity, and religion. In doing so, this course studies reproductive health and human rights in relation to the broader structural context in the Americas (e.g. national laws and international conventions). As the topic of women’s reproductive rights is vast, we will be focusing on abortion, domestic violence, and motherhood. Students in the class will study these issues from the perspective of women’s organizations that have mobilized to expand reproductive rights. This course will be comparative in nature as it will focus on reproductive rights in the U.S. and Latin America from the 1980s onwards. These two regions are intimately connected politically and economically, and in regards to reproductive rights. For example, the gag rule introduced by the Reagan administration in 1984 jeopardized the reproductive health services provided in Latin American countries that received funding from the U.S. government. Yet another way that these two regions have been coupled is through feminist networks that have been working to expand reproductive rights in the Americas.
Social science
Cross-listed with HIST 350-01
This seminar-style class examines the intersection of race, gender, and sexuality in the history of medicine and health in the U.S. Our diverse topics for study include eugenics, sexuality, midwifery, cultural/spiritual healing methods, pandemics, race- and gender-based ailments and medical experiments (such as the science and politics of the birth control pill and the infamous Tuskegee syphilis experiment), gender reassignment surgery, and sex-testing in the Olympics. This wide range of topics will prepare students to explore a research topic of their own choosing for a final paper.
Humanities
U.S Identities and Differences
Cross-listed with ENGL 263-01 and INTL 263-01
Against the swirling backdrop of political discourses about women in the Islamic world, this course will engage with feminist and postcolonial debates through literary works by Muslim women writers. The course will begin with an exploration of key debates about women’s agency and freedom, the Islamic headscarf, and Qur’anic hermeneutics. With this in mind, we will turn to the fine details of literature and poetry by Muslim women. How do these authors constitute their worlds? How are gendered subjectivities constructed? And how do the gender politics of literary texts relate to the broader political and historical contexts from which they emerge? Themes will include an introduction to Muslim poetesses and Arabic poetic genres, the rise of the novel in the Arabic speaking world, and Muslim women’s literary production outside of the Middle East: from Senegal to South Asia, and beyond.
Humanities
Internationalism, Writing WP
Cross-listed with ENGL 294-01
Word for word, Emily Dickinson is the most powerful writer in the history of the English language. She is the King of All Media, the feature star in movies, television, radio, lawsuits and criminal investigations, novels, AI language models, cookbooks, museums, a video game, and just about every other possible platform of public fascination. Barring Shakespeare, no other English or American poet has been the focus of such fervid public devotion. What’s behind this cult of Dickinson? In our class you will find out. You will study Dickinson’s poems, which are teasingly fun, hair-raisingly creepy, romantically uplifting, existentially wrenching, philosophically staggering, and aesthetically gorgeous. You will also study Dickinson herself. Transformed into a mythical figure since her death in 1886, she has been used as a symbol to embody a range of bitterly conflicting cultural fantasies. To understand the history of Emily Dickinson is to understand some of the most painful—and liberating—ideological revolutions in modern US history. This course fulfills the19th-c. American literature requirement for the English major.
Humanities
Cross-listed with HIST 213-01
This course is designed to teach students how to think like Africanist historians to interpret the stories of the past in meaningful and accurate ways. Since interpretation is central to creating or narrating history, students will learn how the degree of accuracy can be skewed in the construction and reconstruction of narrations of the past. Students will learn about and use ideas and methods that inform both feminist theories and historical thinking. The aim of Women in African History is to use case studies to examine the lived experiences of various women from different parts of Africa who lived from the sixteenth to the twenty-first century. This can count towards ""Gender,"" ""Colonization and Empire,"" ""Race and Indigeneity,"" or ""Africa & Atlantic World"" fields.
Humanities
Internationalism, Writing WP
Cross-listed with HIST 294-01
A history of feminism and feminist thought in the United States between 1848-2022, this course focuses on women’s rights: the ideologies, leaders, and actions that forced change in long-held gender roles and patriarchal governing norms. We will also interrogate the myths, hypocrisies, and the backlash moments that are central to United States history, culture, and politics in the context of women’s rights. Critical to our course is learning about the many divergent ways that ethnicity, race, sexuality, and class came to inform how we understand feminism and its history to the present day. SPECIAL PROJECT SPRING 2024: This class will be working to write biographies of feminists from Minnesota for an exciting digital humanities project, Sharing Stories, centered on the historic 1977 National Women’s Conference.
Humanities
U.S Identities and Differences
Cross-listed with HIST 305-01; registration limit has been adjusted to save 2 seats for FYs
Much about mainstream narratives of gender transgression are determined by powerful, cis-dominated institutions, still even to this day: the media, schools, police, the law, doctors and psychiatrists. These are institutions structured by a racialized, heteronormative gender binary, and for whom trans people pose a problem to be managed. Oral history offers the possibility for trans people to tell their own stories, and, in doing so, give more nuanced, complex analysis of identity, activism, and of the intersectional operations of systems of power. Oral history also makes room for the complex interplay of joy, playfulness, grief, anxiety, and connection that makes queer and trans life so valuable. In this project-based and community engaged course, students will have hands on experience working with an archive of queer and trans oral histories in the context of the pandemic and uprisings for racial justice. Working closely with our community partner, the Tretter Transgender Oral History Project, we will learn about oral history methodology and interview techniques, and then have the opportunity to conduct oral history interviews, develop audio or video projects using extant oral histories, and contribute to an online archive of queer and trans oral history.
Social science
U.S Identities and Differences
Cross-listed with RELI 325-01
This course explores how bodily practices of fasting and sexual abstinence have shaped Christian identities from the first century, C.E. to today. From Paul of Tarsus’ instructions about sexual discipline to the True Love Waits® campaign, from the desert fathers’ rigorous bodily regimens to the contemporary Christian diet movement, Christians have often understood the practice of renunciation as a necessary feature of spiritual perfection. In this course we will consider several ascetic movements in Christian history, including the development of ascetic practice in late antiquity, the rise of fasting practices among women in medieval Europe, and the culture of Christian dieting and chastity in the U.S. We will pay special attention to how Christian practices of piety both draw upon and contribute to cultural understandings of gender and the body.
Humanities
Cross-listed with AMST 355-01
This course explores the history and politics of, and theoretical approaches to, gender and sexuality in relation to the racial politics of mass incarceration, or what Ruth Wilson Gilmore calls the ""carceral geography"" of the United States. By engaging recent work in queer and trans studies, feminist studies, and critical prison studies, we will consider how prisons and policing have shaped the making and remaking of race, gender, and sexuality from slavery and conquest to the contemporary period. We will examine how police and prisons have regulated the body, identity, and populations, and the larger social, political, and cultural changes connected to these processes. While we will focus on the carceral system itself, we will also think of policing in a more expansive way by analyzing the racialized regulation of gender and sexuality on the plantation, in the colony, at the border, in the welfare office, and in the hospital, among other spaces, historical periods, and places.
Social science
U.S Identities and Differences
Cross-listed with PSYC 368-01
What is ""disability"" and what does an understanding of disability tell us about human experience more generally? What is a ""disability identity"" and what implications might claiming that identity have for psychological well-being and social change? How do stereotypes of disabled people and expectations of ""normality"" affect everyone’s lives (not just those with disabilities)? Why don’t many Deaf people consider themselves ""disabled?"" What might we learn from shifting the ""problem"" of disability from the individual person to the social environment? How do sexism, racism, classism, homophobia, transphobia, and other forms of oppression influence how different bodies are viewed, treated, educated, and experienced? This course will explore questions that emerge from thinking about the experience of disability (and its intersection with identities based on gender, race, class, and sexuality). Our work together will be grounded in critical disability and Deaf studies frameworks that are themselves informed by and in conversation with feminist, queer, and critical race theories and perspectives. Through a consideration of the socially, culturally, linguistically, and historically constructed meanings of physical, sensory, and cognitive ""impairments,"" the course will rely on theoretical and empirical readings from psychology and related disciplines, personal essays, film/video, and guest visitors as we explore the social and psychological meanings of disability. Prerequisite(s): PSYC 100; and PSYC 201 or STAT 155
Social science
U.S Identities and Differences
Cross-listed with CLAS 394-01
Art reflects, refracts and helps construct a society’s culture. Thousands of pieces of sculpture survive from the ancient Roman period and can provide valuable information to the historian. Material from Rome includes looted Greek, Etruscan and Egyptian sculpture, copies of antique masterpieces, and new creations combining different styles for varied purposes. After we develop a basic history and understanding of Roman sculpture, this course will examine select pieces each week to explore questions that may be productively brought to bear on this unusual historical source. For example, the popularity and adaptations of masterpieces of Venus, Dionysus and Apollo will be used to explore the way artists shaped differences between male and female and the cultural assumptions about sexuality and the body these works communicate (Knidian Aphrodite, Praxitelean youths, Sleeping Hermaphrodite). In turn, we will investigate how these artistic conventions for gender could be employed to communicate the subjugation of enslaved or conquered people and the authority of the emperor (Antinoos Sculptures, Suicide Gauls, Dying Gaul, Marcus Aurelius reliefs, Portonaccio Sarcophagus). We will also look at self-representation, including how former slaves chose to present themselves in hyper-realistic portraits on their tombs; how this may have impacted Roman portraiture as a whole; and what it meant for some members of the elite to put such hyper-realistic portrait heads onto the bodies of gods and goddesses (Tomb of the Haterii, Tomb of Rabiria, Tivoli General, Flavian Matron as Venus). What can these varied representations of the human form tell us about the complex interplay of legal status, citizenship, gender, nudity, ethnicity, power, vulnerability and identity in the Roman Empire? The course will meet once a week during the day to allow for two field trips to see sculpture in the round. Responses to the weekly readings will be due every week. During the last third of the course, students will direct our classwork as they build toward a final project. No formal prerequisites, but some prior experience with ancient art, art history or Roman history is recommended.

This experience brings you to the intersection of some paths you have taken in WGSS!  The goals of the course are to work collectively in reviewing feminist, queer, and trans genealogies that you have been learning about in your WGSS career, to contextualize our places in relation to them, and to test past and present frameworks so we can imagine together how they may be part of our future experiences.  Most importantly, this course will be an opportunity to connect theories to your own feminist/queer/trans practices towards positive social change, and look at ways to craft your post-graduation careers and professions."
WGSS 248-01 (30915),Struggles for Reproductive Justice: A Global Perspective,Meeting: M W F  10:50 - 11:50 amLIBR 250,Instructor: Erika Busse-Cardenas,20,20,Cross-listed with LATI 248-01 and SOCI 248-01
WGSS 250-01 (30435),"Race, Gender, and Medicine",Meeting: M      7:00 - 10:00 pmMAIN 003,Instructor: Amy Sullivan,20,20,Cross-listed with HIST 350-01
WGSS 263-01 (30449),Muslim Women Writers,Meeting:  T R   1:20 - 2:50 pmCARN 404,Instructor: Jenna Rice Rahaim,20,20,Cross-listed with ENGL 263-01 and INTL 263-01
WGSS 294-01 (30276),Dickinson,Meeting: M W F  12:00 - 1:00 pmMAIN 010,Instructor: James Dawes,20,20,Cross-listed with ENGL 294-01
WGSS 294-03 (30788),Women in African History,Meeting: M W F  9:40 - 10:40 amOLRI 300,Instructor: Tara Hollies,20,20,Cross-listed with HIST 213-01
WGSS 294-04 (30936),Feminism and Change,Meeting: M W F  1:10 - 2:10 pmOLRI 370,Instructor: Amy Sullivan,15,15,Cross-listed with HIST 294-01
WGSS 305-01 (30778),Telling Queer and Trans Stories: Oral History as Method and Practice,Meeting:  T R   3:00 - 4:30 pmMAIN 009,Instructor: Myrl Beam,13,13,Cross-listed with HIST 305-01; registration limit has been adjusted to save 2 seats for FYs
WGSS 325-01 (30659),Conquering the Flesh: Renunciation of Food/Sex in the Christian Tradition,Meeting:  T R   1:20 - 2:50 pmTHEATR 206,Instructor: Susanna Drake,10,10,Cross-listed with RELI 325-01
WGSS 355-01 (30780),"Abolition Feminism: Race, Gender, Sexuality and Critical Prison Studies",Meeting:   W    7:00 - 10:00 pmMAIN 009,Instructor: Myrl Beam,15,15,Cross-listed with AMST 355-01
WGSS 368-01 (30638),Psychology of/and Disability,Meeting:  T R   3:00 - 4:30 pmTHEATR 201,Instructor: Joan Ostrove,16,16,Cross-listed with PSYC 368-01
WGSS 394-01 (30934),"Bodies in Stone: Gender, Sexuality and Empire in Roman Sculpture",Meeting:    R   1:20 - 4:20 pmLIBR 250,Instructor: Beth Severy-Hoven,20,20,Cross-listed with CLAS 394-01
WGSS 400-01 (30782),Senior Seminar: Linking Theory and Practice,Meeting:  T R   1:20 - 2:50 pmMAIN 009,Instructor: Sonita Sarker,8,8,
